Plot,Loc,Entry,Trial,Rep,SubBlock,Range,Booting,Heading,Maturity,Height,GrainYield,TGW,SpikeLength,LeafLength,LeafWidth,GroundCover,NDVI_B,NDVI_H,NDVI_M
3844,GSPUS_2017,3004,3,1,1,25,81,87,125,109,5.387,45.76,12.7,22,2.27,80,0.78,0.73,0.22
3845,GSPUS_2017,3005,3,1,1,25,81,86,127,103,5.811,33.8,10.7,23.67,1.97,90,0.75,0.72,0.23
3846,GSPUS_2017,3006,3,1,2,25,79,84,121,105,6.557,40.38,10.7,23,1.77,90,0.79,0.74,0.17
3847,GSPUS_2017,3007,3,1,2,25,78,83,123,103,4.765,39.12,11.3,25.83,1.97,90,0.75,0.72,0.22
3848,GSPUS_2017,3008,3,1,2,25,82,88,122,99,6.974,35.38,9.7,25.83,1.9,90,0.78,0.72,0.33
3849,GSPUS_2017,3009,3,1,2,25,82,88,125,108,7.137,43.76,13,24.33,2.03,100,0.74,0.72,0.33
3850,GSPUS_2017,3010,3,1,2,25,83,88,127,101,6.192,29.84,13.7,24.67,1.97,100,0.72,0.72,0.09
3851,GSPUS_2017,3011,3,1,3,26,79,85,121,102,6.896,38.84,12.7,22.67,2.27,90,0.76,0.73,0.17
3852,GSPUS_2017,3012,3,1,3,26,80,86,120,105,6.001,39.34,12.3,25.33,1.83,80,0.76,0.74,0.36
3853,GSPUS_2017,3013,3,1,3,26,82,87,124,104,6.238,37,11.8,26,2.1,90,0.79,0.76,0.24
3854,GSPUS_2017,3014,3,1,3,26,80,86,121,91,5.973,34.68,12.3,27.83,2.03,100,0.76,0.73,0.26
3855,GSPUS_2017,3015,3,1,3,26,79,83,120,94,6.485,35.16,11.7,23.17,1.67,90,0.78,0.75,0.42
3856,GSPUS_2017,3016,3,1,4,26,85,90,130,107,6.32,36.94,12.8,29.33,2.07,90,0.79,0.76,0.19
3857,GSPUS_2017,3017,3,1,4,26,84,89,124,104,5.576,33.6,11.7,24.43,1.67,90,0.79,0.77,0.17
3858,GSPUS_2017,3018,3,1,4,26,87,93,128,82,4.617,27.34,14.2,25.5,2.2,80,0.79,0.75,0.26
3859,GSPUS_2017,3019,3,1,4,26,87,93,130,97,5.628,31.58,14.2,27.67,2.1,90,0.75,0.7,0.29
3860,GSPUS_2017,3020,3,1,4,26,81,87,128,92,6.106,33.86,9.8,27.17,1.97,100,0.78,0.75,0.23
3861,GSPUS_2017,3021,3,1,5,27,87,93,128,107,5.321,37.94,11.8,31.23,1.93,100,0.77,0.75,0.32
3862,GSPUS_2017,3022,3,1,5,27,80,85,125,103,6.609,37.84,12.3,25.83,2,80,0.77,0.75,0.2
3863,GSPUS_2017,3023,3,1,5,27,80,85,124,105,5.606,34.86,11.7,26.33,2.03,80,0.78,0.75,0.24
3864,GSPUS_2017,3024,3,1,5,27,87,94,127,104,5.144,31,13.5,22.37,1.9,85,0.79,0.75,0.28
3865,GSPUS_2017,3025,3,1,5,27,80,86,125,102,5.813,34.46,13.5,29,2.3,80,0.76,0.72,0.25
3866,GSPUS_2017,3026,3,1,6,27,80,86,122,100,6.415,34.1,11.7,21,1.83,90,0.78,0.76,0.28
3867,GSPUS_2017,3027,3,1,6,27,75,82,120,104,6.138,34.98,13.5,31.33,2.07,90,0.76,0.73,0.26
3868,GSPUS_2017,3028,3,1,6,27,81,86,123,98,6.557,35.8,12.2,29,1.97,80,0.78,0.75,0.22
3869,GSPUS_2017,3029,3,1,6,27,84,89,128,101,5.959,42.96,12.5,31.33,2.17,95,0.78,0.74,0.2
3870,GSPUS_2017,3030,3,1,6,27,84,89,127,106,6.611,41.12,10,25.33,1.93,95,0.76,0.76,0.39
3871,GSPUS_2017,3031,3,1,7,28,78,83,126,101,6.292,44.34,10.3,21.33,2.07,100,0.76,0.73,0.26
3872,GSPUS_2017,3032,3,1,7,28,83,89,128,104,6.352,37.14,11.8,23,1.67,95,0.74,0.73,0.27
3873,GSPUS_2017,3033,3,1,7,28,84,89,125,99,5.973,40.08,12.7,24,1.83,95,0.79,0.76,0.25
3874,GSPUS_2017,3034,3,1,7,28,84,89,128,106,5.961,33.34,11.7,25,1.87,85,0.76,0.72,0.3
3875,GSPUS_2017,3035,3,1,7,28,74,80,124,97,6.567,46.46,11.5,24.67,2,90,0.76,0.75,0.29
3876,GSPUS_2017,3036,3,1,8,28,78,83,125,104,6.481,46.5,11.3,23.67,2.43,80,0.76,0.73,0.32
3877,GSPUS_2017,3037,3,1,8,28,86,91,128,103,5.913,32.32,12.7,24.5,1.9,95,0.76,0.75,0.14
3878,GSPUS_2017,3038,3,1,8,28,84,90,127,107,5.628,33.88,11.7,20.9,2.03,70,0.77,0.75,0.38
3879,GSPUS_2017,3039,3,1,8,28,84,89,128,98,6.97,37.92,11.7,24.67,2.1,80,0.79,0.78,0.44
3880,GSPUS_2017,3040,3,1,8,28,83,88,123,100,6.096,39.36,11,26.67,1.97,75,0.79,0.74,0.32
3881,GSPUS_2017,3041,3,1,9,29,83,88,126,105,6.539,40.6,9.8,24,2.07,60,0.75,0.73,0.32
3882,GSPUS_2017,3042,3,1,9,29,81,87,123,98,6.824,35.02,11,22.67,1.8,90,0.77,0.76,0.28
3883,GSPUS_2017,3043,3,1,9,29,80,86,121,107,5.821,36.74,12.7,26,2.03,90,0.79,0.74,0.24
3884,GSPUS_2017,3044,3,1,9,29,81,86,121,104,6.372,36.48,11.3,26.33,2.03,95,0.79,0.77,0.27
3885,GSPUS_2017,3045,3,1,9,29,76,82,125,107,6.025,40.36,12.7,27.33,2.17,95,0.77,0.75,0.32
3886,GSPUS_2017,3046,3,1,10,29,84,89,124,106,5.949,34.64,11.7,22.33,2.03,85,0.78,0.75,0.31
3887,GSPUS_2017,3047,3,1,10,29,82,87,127,105,5.61,34.74,9.7,22,1.97,100,0.75,0.73,0.3
3888,GSPUS_2017,3048,3,1,10,29,86,91,130,104,5.64,37.56,9.8,25,1.8,85,0.79,0.76,0.39
3889,GSPUS_2017,3049,3,1,10,29,81,86,124,104,5.813,44.88,10.3,26.33,1.67,90,0.75,0.72,0.32
3890,GSPUS_2017,3050,3,1,10,29,78,83,124,101,6.571,44.54,9.7,22.33,1.97,80,0.75,0.73,0.35
3891,GSPUS_2017,3051,3,1,11,30,78,83,125,102,6.94,49.98,10.7,25,1.47,95,0.78,0.76,0.32
3892,GSPUS_2017,3052,3,1,11,30,80,85,123,107,5.586,39,10.3,24.33,2.1,100,0.76,0.74,0.33
3893,GSPUS_2017,3053,3,1,11,30,82,88,126,106,5.815,41.2,9.5,24.17,1.63,100,0.76,0.74,0.28
3894,GSPUS_2017,3054,3,1,11,30,85,90,124,103,6.671,40.14,9.8,27.67,1.83,100,0.8,0.75,0.39
3895,GSPUS_2017,3055,3,1,11,30,80,86,123,93,6.627,34.9,9.4,31.17,1.8,95,0.77,0.73,0.28
3896,GSPUS_2017,3056,3,1,12,30,80,85,120,92,6.711,39.12,9.7,30.33,1.93,95,0.78,0.74,0.33
3897,GSPUS_2017,3057,3,1,12,30,80,85,124,95,6.948,37.14,9.6,30.83,1.87,90,0.78,0.75,0.33
3898,GSPUS_2017,3058,3,1,12,30,80,85,128,97,7.101,37.64,9.5,29,2.1,100,0.78,0.74,0.27
3899,GSPUS_2017,3059,3,1,12,30,78,83,126,96,6.986,36.8,11.7,28.83,1.83,90,0.78,0.76,0.27
3900,GSPUS_2017,3060,3,1,12,30,78,83,123,99,6.501,35.6,9.7,27.33,1.87,90,0.75,0.73,0.23
3901,GSPUS_2017,3039,3,2,1,31,85,91,127,96,7.767,36.08,11,30,2.13,95,0.81,0.78,0.29
3902,GSPUS_2017,3024,3,2,1,31,85,91,129,99,5.973,35.34,12.3,26.83,2.03,50,0.74,0.75,0.21
3903,GSPUS_2017,3008,3,2,1,31,82,87,125,100,5.708,36.92,10.3,26.33,1.9,100,0.78,0.73,0.29
3904,GSPUS_2017,3038,3,2,1,31,87,93,129,107,5.839,34.8,10.3,23.67,1.93,90,0.78,0.76,0.35
3905,GSPUS_2017,3044,3,2,1,31,81,86,126,104,5.807,38.4,12,24.17,1.93,90,0.77,0.74,0.13
3906,GSPUS_2017,3032,3,2,2,31,85,91,129,112,5.811,38.02,11.7,23.67,2.17,80,0.75,0.73,0.28
3907,GSPUS_2017,3004,3,2,2,31,84,90,127,114,6.376,40.82,12.7,26.63,2.27,100,0.77,0.73,0.37
3908,GSPUS_2017,3022,3,2,2,31,81,87,125,105,6.842,36.26,11,26.67,1.87,90,0.8,0.77,0.34
3909,GSPUS_2017,3057,3,2,2,31,81,87,128,100,6.756,35.84,10.2,29.4,2.1,100,0.78,0.75,0.17
3910,GSPUS_2017,3012,3,2,2,31,80,86,125,107,6.318,38.32,12.7,28.33,2.23,95,0.77,0.73,0.13
3911,GSPUS_2017,3023,3,2,3,32,80,85,126,106,6.35,34.34,11.7,25.67,1.8,95,0.79,0.75,0.23
3912,GSPUS_2017,3025,3,2,3,32,80,86,123,112,6.409,34.46,14,30,2.2,95,0.76,0.73,0.3
3913,GSPUS_2017,3011,3,2,3,32,81,86,126,105,6.551,44.06,14,26.67,2.17,90,0.77,0.75,0.32
3914,GSPUS_2017,3056,3,2,3,32,79,84,124,101,6.26,35.18,9.8,29.97,1.87,100,0.78,0.74,0.21
3915,GSPUS_2017,3042,3,2,3,32,82,87,127,108,6.3,36.44,11.7,26.67,2.17,80,0.77,0.76,0.33
3916,GSPUS_2017,3016,3,2,4,32,87,93,131,101,6.828,43.28,13,26,2.1,80,0.79,0.76,0.46
3917,GSPUS_2017,3007,3,2,4,32,81,87,125,100,6.4,47.46,11.7,25.87,1.97,60,0.76,0.72,0.22
3918,GSPUS_2017,3035,3,2,4,32,78,83,123,93,6.186,41.8,10.3,26,2.17,80,0.78,0.76,0.32
3919,GSPUS_2017,3052,3,2,4,32,82,87,123,101,5.403,40.9,10.3,21.13,1.8,60,0.77,0.74,0.15
3920,GSPUS_2017,3029,3,2,4,32,84,90,125,105,6.964,45.84,14.3,28.17,2.37,90,0.78,0.73,0.2
3921,GSPUS_2017,3030,3,2,5,33,84,89,130,103,6.372,34.88,9.7,23.17,1.9,90,0.78,0.76,0.36
3922,GSPUS_2017,3055,3,2,5,33,82,87,123,111,6.549,34.44,11,26.8,1.87,100,0.77,0.72,0.31
3923,GSPUS_2017,3009,3,2,5,33,84,89,128,111,7.143,41.3,13.3,25.77,1.97,95,0.77,0.74,0.24
3924,GSPUS_2017,3043,3,2,5,33,82,87,125,106,6.352,37.44,14.7,23.83,2.07,90,0.78,0.75,0.26
3925,GSPUS_2017,3049,3,2,5,33,83,88,129,105,6.406,38.44,11.3,25.67,1.9,90,0.77,0.72,0.25
3926,GSPUS_2017,3060,3,2,6,33,81,87,126,103,7.057,41.22,11.3,28,2.03,90,0.76,0.72,0.2
3927,GSPUS_2017,3026,3,2,6,33,79,85,121,99,7.213,39.44,12,18.8,1.93,100,0.77,0.75,0.38
3928,GSPUS_2017,3015,3,2,6,33,79,85,122,98,6.465,34.52,12.7,21.67,2.07,100,0.77,0.74,0.31
3929,GSPUS_2017,3014,3,2,6,33,81,86,122,98,6.611,34.58,12.5,25.5,2.2,85,0.76,0.73,0.29
3930,GSPUS_2017,3040,3,2,6,33,85,90,125,102,6.571,39.2,12.3,26.33,1.9,80,0.79,0.74,0.38
3931,GSPUS_2017,3010,3,2,7,34,85,90,126,106,6.2,37.76,14.3,26.67,2.47,90,0.75,0.74,0.32
3932,GSPUS_2017,3028,3,2,7,34,79,85,123,98,7.366,45.8,13.7,31,2.17,90,0.77,0.73,0.29
3933,GSPUS_2017,3013,3,2,7,34,81,86,127,99,6.098,38.12,12.3,30.33,1.93,100,0.78,0.76,0.29
3934,GSPUS_2017,3021,3,2,7,34,87,92,125,103,5.801,39.52,10.7,31,1.97,80,0.76,0.75,0.44
3935,GSPUS_2017,3046,3,2,7,34,84,89,128,107,6.818,35.62,12.3,21.33,1.87,80,0.78,0.76,0.29
3936,GSPUS_2017,3005,3,2,8,34,83,88,126,105,5.949,36.5,11,25.77,2.03,75,0.76,0.73,0.26
3937,GSPUS_2017,3034,3,2,8,34,84,90,128,112,6.3,37.66,12,24.33,1.9,80,0.78,0.75,0.24
3938,GSPUS_2017,3002,3,2,8,34,87,92,130,104,5.973,40.14,10.3,25.33,2.1,95,0.79,0.75,0.35
3939,GSPUS_2017,3059,3,2,8,34,80,86,120,95,6.673,40.98,10.7,28,1.9,95,0.78,0.74,0.32
3940,GSPUS_2017,3031,3,2,8,34,80,85,124,105,6.615,44.82,10.7,24.33,2.07,90,0.78,0.76,0.17
3941,GSPUS_2017,3041,3,2,9,35,82,87,128,103,6.928,37.2,10.3,27.33,2.1,80,0.76,0.75,0.29
3942,GSPUS_2017,3003,3,2,9,35,81,87,121,103,6.374,35.32,11.7,22,1.77,80,0.79,0.74,0.3
3943,GSPUS_2017,3001,3,2,9,35,82,88,127,90,5.833,31.76,11.3,26.33,2.1,85,0.79,0.75,0.17
3944,GSPUS_2017,3048,3,2,9,35,85,90,131,104,6.108,40.06,10.3,23.17,2.13,70,0.79,0.75,0.41
3945,GSPUS_2017,3033,3,2,9,35,84,90,129,92,6.2,39.1,12,21.5,2.13,80,0.79,0.71,0.26
3946,GSPUS_2017,3045,3,2,10,35,76,82,126,101,5.853,41.26,10.3,26.8,2.1,85,0.77,0.75,0.28
3947,GSPUS_2017,3058,3,2,10,35,79,84,125,93,6.559,38.98,12,29.67,2,80,0.75,0.74,0.31
3948,GSPUS_2017,3053,3,2,10,35,83,89,128,111,6.288,41.38,11.7,24.33,2.23,80,0.78,0.74,0.12
3949,GSPUS_2017,3018,3,2,10,35,87,92,126,91,5.076,29.74,12,22.33,2.13,95,0.77,0.73,0.36
3950,GSPUS_2017,3050,3,2,10,35,80,85,128,104,6.629,39.74,11,24,1.9,60,0.76,0.74,0.22
3951,GSPUS_2017,3017,3,2,11,36,83,88,121,104,6.218,34.18,10.7,26.13,2.1,100,0.78,0.75,0.19
3952,GSPUS_2017,3037,3,2,11,36,86,91,132,103,6.001,35.86,11.2,26,1.93,95,0.74,0.74,0.29
3953,GSPUS_2017,3006,3,2,11,36,80,85,121,104,6.589,43.16,13.3,23.33,1.87,95,0.79,0.74,0.3
3954,GSPUS_2017,3047,3,2,11,36,80,85,123,107,5.67,35.62,10.3,19.67,2.1,100,0.75,0.72,0.33
3955,GSPUS_2017,3054,3,2,11,36,81,87,126,98,7.317,47.16,9.9,25,2.03,80,0.78,0.76,0.28
3956,GSPUS_2017,3019,3,2,12,36,86,92,130,105,5.787,36.14,13.3,28,2.33,95,0.77,0.74,0.29
3957,GSPUS_2017,3020,3,2,12,36,80,85,126,97,6.248,33.78,10.7,30.33,2.1,90,0.77,0.74,0.27
3958,GSPUS_2017,3036,3,2,12,36,78,83,123,102,7.207,39.88,10.3,21.83,2.2,75,0.76,0.74,0.26
3959,GSPUS_2017,3027,3,2,12,36,75,82,120,106,6.334,35.16,12.3,29.17,2.07,80,0.77,0.74,0.23
3960,GSPUS_2017,3051,3,2,12,36,80,85,125,104,5.606,42.76,10.7,27,2.27,100,0.77,0.75,0.37
3961,GSPUS_2017,4001,4,1,1,37,72,80,121,97,7.317,45.06,10.7,22,2,80,0.76,0.75,0.2
3962,GSPUS_2017,4002,4,1,1,37,87,92,130,97,6.713,43.58,9.3,20.33,2,85,0.79,0.74,0.43
3963,GSPUS_2017,4003,4,1,1,37,76,81,123,99,7.364,38.64,11.7,27.67,2.23,90,0.76,0.75,0.33
3964,GSPUS_2017,4004,4,1,1,37,80,85,125,99,7.079,38.98,11.7,22.5,2.47,90,0.79,0.76,0.25
3965,GSPUS_2017,4005,4,1,1,37,72,80,121,97,6.451,46.6,11.3,25,2,100,0.78,0.76,0.28
3966,GSPUS_2017,4006,4,1,2,37,75,80,121,100,7.632,42.56,10.3,23.33,1.7,85,0.74,0.73,0.31
3967,GSPUS_2017,4007,4,1,2,37,88,94,129,101,6.938,38.86,10,25.33,2.2,80,0.77,0.76,0.11
3968,GSPUS_2017,4008,4,1,2,37,80,85,131,99,5.919,31.14,11,26.33,2.27,80,0.75,0.72,0.17
3969,GSPUS_2017,4009,4,1,2,37,72,77,120,100,5.845,37.92,11.7,23,1.9,90,0.76,0.76,0.24
3970,GSPUS_2017,4010,4,1,2,37,75,80,120,94,6.214,38.32,12,23.33,2.03,90,0.78,0.77,0.29
3971,GSPUS_2017,4011,4,1,3,38,82,87,125,101,5.421,31.72,10.3,27.33,1.7,100,0.8,0.75,0.36
3972,GSPUS_2017,4012,4,1,3,38,74,82,122,99,6.748,43.84,8.9,24.67,1.73,85,0.73,0.72,0.33
3973,GSPUS_2017,4013,4,1,3,38,83,88,125,100,6.31,34,10.5,26.83,1.87,75,0.78,0.73,0.44
3974,GSPUS_2017,4014,4,1,3,38,84,90,126,96,5.975,35.46,10.3,26.33,2,80,0.78,0.76,0.37
3975,GSPUS_2017,4015,4,1,3,38,85,90,130,105,6.703,34.34,10.6,26.67,1.93,80,0.76,0.75,0.37
3976,GSPUS_2017,4016,4,1,4,38,84,90,131,105,6.637,37.26,11.3,26.33,2.27,100,0.78,0.76,0.56
3977,GSPUS_2017,4017,4,1,4,38,82,87,123,104,4.791,32.78,10.7,28.13,1.67,100,0.79,0.75,0.25
3978,GSPUS_2017,4018,4,1,4,38,85,90,133,108,6.659,35.32,9.8,25.77,2.17,80,0.78,0.77,0.36
3979,GSPUS_2017,4019,4,1,4,38,81,87,127,109,5.656,45.72,10.7,29.67,1.9,85,0.76,0.74,0.16
3980,GSPUS_2017,4020,4,1,4,38,81,86,128,108,6.415,38.88,11.7,30.17,2.23,100,0.76,0.73,0.26
3981,GSPUS_2017,4021,4,1,5,39,82,88,131,107,6.974,44.32,11.7,24.67,2.03,100,0.77,0.75,0.23
3982,GSPUS_2017,4022,4,1,5,39,85,90,128,116,5.562,39.12,12.7,25.67,2.1,100,0.77,0.76,0.39
3983,GSPUS_2017,4023,4,1,5,39,75,80,126,94,6.824,38.76,13.3,21.1,2.27,90,0.77,0.76,0.26
3984,GSPUS_2017,4024,4,1,5,39,80,85,123,103,6.093,32.1,11.7,24.27,2.23,95,0.77,0.74,0.23
3985,GSPUS_2017,4025,4,1,5,39,73,81,121,94,6.21,41.12,9.3,26,2.07,90,0.78,0.75,0.28
3986,GSPUS_2017,4026,4,1,6,39,76,82,120,100,6.918,38.5,10.7,20.33,2.03,100,0.77,0.75,0.4
3987,GSPUS_2017,4027,4,1,6,39,73,83,123,96,5.835,42.88,10.3,25.47,2.13,80,0.76,0.73,0.17
3988,GSPUS_2017,4028,4,1,6,39,76,82,126,98,6.521,38.76,10.3,26,2.03,90,0.77,0.77,0.31
3989,GSPUS_2017,4029,4,1,6,39,78,83,122,98,6.411,43.28,11,27.5,2.13,90,0.74,0.73,0.5
3990,GSPUS_2017,4030,4,1,6,39,79,84,125,99,6.473,37,11,21.67,2.3,90,0.78,0.78,0.23
3991,GSPUS_2017,4031,4,1,7,40,79,85,127,99,6.595,42,11.3,29,2.2,90,0.78,0.74,0.11
3992,GSPUS_2017,4032,4,1,7,40,85,90,128,104,5.973,41.58,12.7,22.83,2.27,70,0.77,0.75,0.1
3993,GSPUS_2017,4033,4,1,7,40,84,90,123,102,6.724,36.58,11,26.33,1.73,95,0.77,0.74,0.33
3994,GSPUS_2017,4034,4,1,7,40,84,90,125,100,6.607,37.6,11.3,25.83,2.2,80,0.76,0.74,0.27
3995,GSPUS_2017,4035,4,1,7,40,82,87,128,103,6.212,41.56,10.7,28.43,2.23,70,0.75,0.73,0.24
3996,GSPUS_2017,4036,4,1,8,40,85,90,130,96,6.37,42.2,13,23,2.27,80,0.75,0.71,0.33
3997,GSPUS_2017,4037,4,1,8,40,80,86,123,102,6.802,44.24,12,29.67,1.97,90,0.79,0.76,0.24
3998,GSPUS_2017,4038,4,1,8,40,74,80,121,103,7.348,41.6,10.7,30.67,1.93,90,0.76,0.74,0.37
3999,GSPUS_2017,4039,4,1,8,40,84,89,130,97,7.071,38,10.7,24.33,2.33,100,0.74,0.76,0.39
4000,GSPUS_2017,4040,4,1,8,40,81,86,129,103,6.232,37.02,9.7,27.1,1.77,95,0.76,0.74,0.15
4001,GSPUS_2017,4041,4,1,9,41,76,81,125,102,6.952,37.58,10.7,23.17,2.03,100,0.78,0.76,0.17
4002,GSPUS_2017,4042,4,1,9,41,73,80,121,90,5.855,44.34,9.8,24.77,2.13,100,0.75,0.72,0.3
4003,GSPUS_2017,4043,4,1,9,41,77,82,121,96,6.84,49.76,10,21.67,1.87,100,0.74,0.73,0.29
4004,GSPUS_2017,4044,4,1,9,41,73,80,120,94,6.89,44.18,10.7,25.47,2.03,100,0.73,0.7,0.31
4005,GSPUS_2017,4045,4,1,9,41,77,82,121,110,6.722,38.46,12.3,31,2.23,95,0.75,0.73,0.35
4006,GSPUS_2017,4046,4,1,10,41,78,83,121,97,6.543,40.78,11.3,27.13,1.9,100,0.77,0.73,0.3
4007,GSPUS_2017,4047,4,1,10,41,74,80,123,100,6.577,39.52,11.7,30.83,2.2,90,0.75,0.74,0.29
4008,GSPUS_2017,4048,4,1,10,41,84,89,126,100,6.768,42.7,10.2,28,2.17,100,0.78,0.75,0.19
4009,GSPUS_2017,4049,4,1,10,41,83,89,128,100,6.625,41.3,11,28.17,1.77,100,0.77,0.72,0.33
4010,GSPUS_2017,4050,4,1,10,41,82,87,126,101,6.24,37.52,12,26,2.23,95,0.77,0.74,0.16
4011,GSPUS_2017,4051,4,1,11,42,82,87,127,96,7.01,42.28,11.3,27,1.9,90,0.77,0.74,0.24
4012,GSPUS_2017,4052,4,1,11,42,76,82,125,99,7.03,44.86,11,24,2.2,95,0.75,0.74,0.26
4013,GSPUS_2017,4053,4,1,11,42,78,83,126,94,7.52,39.08,11,29.33,1.8,90,0.77,0.75,0.14
4014,GSPUS_2017,4054,4,1,11,42,83,88,128,93,6.499,42.38,10.7,25.77,1.67,90,0.78,0.75,0.24
4015,GSPUS_2017,4055,4,1,11,42,76,82,122,93,7.354,44.78,11.7,28,2.03,100,0.77,0.75,0.28
4016,GSPUS_2017,4056,4,1,12,42,76,82,126,96,7.376,40.02,11.5,28.77,2.37,100,0.79,0.75,0.29
4017,GSPUS_2017,4057,4,1,12,42,77,82,125,95,6.443,42.64,11.3,28.33,1.73,80,0.76,0.76,0.32
4018,GSPUS_2017,4058,4,1,12,42,78,83,126,104,7.785,46.66,14.3,26.33,2.07,100,0.78,0.76,0.3
4019,GSPUS_2017,4059,4,1,12,42,76,82,123,86,7.201,42.38,10.3,21.33,1.93,90,0.73,0.72,0.24
4020,GSPUS_2017,4060,4,1,12,42,83,88,129,95,6.4,41.76,9.3,28.33,2.37,100,0.76,0.73,0.43
4021,GSPUS_2017,4039,4,2,1,43,85,90,127,94,6.675,42.1,11,27.33,2.3,100,0.76,0.77,0.38
4022,GSPUS_2017,4024,4,2,1,43,77,82,121,97,6.914,38.36,13.3,27.1,1.9,90,0.76,0.73,0.35
4023,GSPUS_2017,4008,4,2,1,43,81,86,126,100,5.668,32.18,9.7,22.33,1.67,90,0.75,0.73,0.19
4024,GSPUS_2017,4038,4,2,1,43,74,82,120,98,7.137,42.52,9.7,22.93,2.03,90,0.74,0.71,0.26
4025,GSPUS_2017,4044,4,2,1,43,73,80,122,97,6.808,43.98,9.7,21.77,1.9,100,0.77,0.74,0.25
4026,GSPUS_2017,4032,4,2,2,43,83,88,131,94,6.465,43.52,13,27.67,2.13,100,0.73,0.71,0.35
4027,GSPUS_2017,4004,4,2,2,43,78,82,127,99,7.018,41.5,12.7,28,2.23,90,0.77,0.75,0.22
4028,GSPUS_2017,4022,4,2,2,43,83,88,129,110,6.928,37.82,14,30.67,2.03,95,0.79,0.77,0.36
4029,GSPUS_2017,4057,4,2,2,43,76,81,122,95,6.551,48.02,10.2,31.17,1.57,100,0.75,0.74,0.22
4030,GSPUS_2017,4012,4,2,2,43,78,83,124,99,7.179,41.68,11.3,29.67,2.23,100,0.73,0.71,0.38
4031,GSPUS_2017,4023,4,2,3,44,77,82,124,97,7.173,39.84,12.8,22.33,1.9,90,0.76,0.74,0.39
4032,GSPUS_2017,4025,4,2,3,44,73,81,121,96,6.242,43.56,9.3,22.1,2.07,90,0.77,0.75,0.28
4033,GSPUS_2017,4011,4,2,3,44,81,87,129,96,6.788,34.8,9.8,28.13,1.83,90,0.79,0.75,0.31
4034,GSPUS_2017,4056,4,2,3,44,76,82,123,102,7.464,46.78,10.7,28,2.03,95,0.76,0.75,0.36
4035,GSPUS_2017,4042,4,2,3,44,72,79,123,100,6.571,46.48,11.7,23.67,2.03,100,0.73,0.69,0.42
4036,GSPUS_2017,4016,4,2,4,44,81,87,128,97,6.597,40.36,12,25.87,2.23,80,0.76,0.72,0.43
4037,GSPUS_2017,4007,4,2,4,44,84,89,125,100,7.229,40.72,10.7,23.1,1.93,80,0.77,0.75,0.28
4038,GSPUS_2017,4035,4,2,4,44,80,85,127,102,6.216,40.82,10,22.33,1.67,90,0.76,0.73,0.18
4039,GSPUS_2017,4052,4,2,4,44,76,82,123,92,6.551,44.94,12,25.83,2.13,100,0.74,0.72,0.3
4040,GSPUS_2017,4029,4,2,4,44,79,84,121,103,5.967,45.58,12,27.33,1.67,100,0.76,0.75,0.32
4041,GSPUS_2017,4030,4,2,5,45,84,89,129,98,7.243,39.56,12.8,25.43,2.17,90,0.76,0.76,0.36
4042,GSPUS_2017,4055,4,2,5,45,75,81,122,95,6.609,47.88,11.7,23,1.63,100,0.75,0.73,0.29
4043,GSPUS_2017,4009,4,2,5,45,75,80,124,100,5.871,42.76,11.7,25.33,2.17,90,0.76,0.75,0.25
4044,GSPUS_2017,4043,4,2,5,45,78,83,123,95,6.756,43.94,9.5,19.67,1.87,100,0.7,0.69,0.23
4045,GSPUS_2017,4049,4,2,5,45,81,87,125,101,6.774,47.62,11.3,27,2,100,0.77,0.74,0.34
4046,GSPUS_2017,4060,4,2,6,45,83,88,125,100,6.304,45.62,10.7,26,2.17,90,0.75,0.71,0.13
4047,GSPUS_2017,4026,4,2,6,45,78,82,123,96,6.4,40.86,12.7,22.67,2.17,80,0.73,0.72,0.31
4048,GSPUS_2017,4015,4,2,6,45,85,90,132,102,5.716,38.26,10.7,26.67,1.9,80,0.72,0.7,0.44
4049,GSPUS_2017,4014,4,2,6,45,81,86,130,100,6.744,40.48,10.3,23.33,1.97,80,0.75,0.73,0.18
4050,GSPUS_2017,4040,4,2,6,45,78,82,124,104,6.705,46.6,9.3,24,2,90,0.75,0.73,0.23
4051,GSPUS_2017,4010,4,2,7,46,78,82,123,90,6.752,36.66,10.3,30,2.13,90,0.78,0.76,0.26
4052,GSPUS_2017,4028,4,2,7,46,78,83,129,97,6.605,42.62,9.7,22.67,1.93,90,0.77,0.76,0.19
4053,GSPUS_2017,4013,4,2,7,46,82,87,128,95,6.262,36.22,10,26,1.87,90,0.77,0.74,0.28
4054,GSPUS_2017,4021,4,2,7,46,83,89,130,101,6.483,32.22,10.7,22.1,2,90,0.73,0.71,0.43
4055,GSPUS_2017,4046,4,2,7,46,79,85,126,101,6.407,41.5,12.7,26,2.03,80,0.75,0.73,0.26
4056,GSPUS_2017,4005,4,2,8,46,73,81,122,100,6.848,49.6,12,18.67,1.47,90,0.74,0.72,0.26
4057,GSPUS_2017,4034,4,2,8,46,84,90,130,99,6.519,44.82,12,21.1,2.07,90,0.72,0.71,0.17
4058,GSPUS_2017,4002,4,2,8,46,85,90,124,99,6.545,43.1,9.3,21.93,1.87,100,0.77,0.76,0.42
4059,GSPUS_2017,4059,4,2,8,46,76,82,132,89,6.244,45,10,21.1,2,90,0.72,0.72,0.08
4060,GSPUS_2017,4031,4,2,8,46,77,82,127,93,6.94,44.5,12.7,30.83,2.1,100,0.75,0.74,0.22
